Year of arrival at port of disembarkation,Total embarked,Total disembarked
1812,390,353
1822,273,250
1821,390,353
1817,211,196
1696,,
1816,390,353
1817,530,473
1816,183,160
1815,183,160
1815,292,254
1819,283,253
1822,424,388
1792,56,50
1791,255,240
1793,211,211
1792,93,89
1790,260,248
1807,280,250
1808,338,331
1815,390,353
1825,183,160
1825,273,250
1825,239,217
1825,183,160
1826,307,277
1824,530,473
1825,273,250
1826,307,277
1825,376,335
1826,490,444
1826,257,242
1818,183,160
1812,390,353
1813,390,353
1818,273,250
1813,390,353
1814,183,160
1814,481,429
1821,530,473
1821,273,250
1818,390,353
1819,390,353
1819,273,250
1820,183,160
1820,273,250
1820,183,160
1820,390,353
1819,239,217
1819,640,576
1818,183,160
1819,183,160
1819,273,250
1819,183,160
1821,273,250
1821,530,473
1821,183,160
1820,273,250
1820,273,250
1818,183,160
1818,183,160
1819,183,160
1820,183,160
1823,530,473
1818,273,250
1819,183,160
1819,183,160
1819,239,217
1820,390,353
1819,273,250
1820,183,160
1819,239,217
1820,183,160
1819,239,217
1819,530,473
1820,390,353
1819,390,353
1820,390,353
1819,355,322
1818,183,160
1819,183,160
1820,183,160
1824,211,188
1824,163,154
1824,376,335
1824,273,250
1827,274,253
1828,578,565
1827,153,138
1826,357,321
1827,314,295
1822,183,160
1821,273,250
1821,183,160
1821,239,217
1821,183,160
1821,390,353
1796,258,230
1719,492,394
1812,273,250
1816,390,353
1817,239,217
1817,273,250
1819,446,370
1817,273,250
1818,390,353
1819,253,252
1812,240,229
1819,390,353
1829,535,440
1828,535,440
1829,535,440
1831,215,177
1859,544,445
1840,690,563
1827,535,440
1815,167,146
1816,,
1816,,
1816,,
1816,156,141
1817,399,350
1817,,
1817,390,353
1819,390,353
1811,252,205
1812,,
1810,,
1812,162,162
1810,,
1810,,
1810,,
1826,376,335
1826,307,277
1826,257,242
1826,490,444
1826,257,242
1826,308,277
1827,376,335
1827,376,335
1827,490,444
1827,308,277
1827,308,277
1827,376,335
1827,307,277
1827,118,105
1827,376,335
1827,307,277
1827,118,105
1827,307,277
1827,307,277
1827,257,242
1827,307,277
1827,307,277
1827,307,277
1827,307,277
1827,307,277
1827,490,444
1827,307,277
1827,307,277
1828,490,444
1828,490,444
1828,307,277
1828,307,277
1828,376,335
1828,578,533
1828,307,277
1828,449,421
1828,308,277
1828,307,277
1828,307,277
1828,307,277
1828,490,444
1827,449,421
1828,119,100
1826,308,277
1827,257,242
1827,307,277
1828,376,335
1828,307,277
1827,307,277
1827,578,533
1827,307,277
1828,307,277
1827,307,277
1826,307,277
1827,307,277
1826,578,533
1826,307,277
1822,287,250
1827,449,421
1827,617,542
1826,538,487
1825,183,160
1825,183,160
1825,273,250
1826,307,277
1826,43,39
1826,307,277
1826,111,100
1826,119,100
1826,490,444
1826,413,374
1825,168,146
1825,137,119
1826,578,533
1825,390,353
1826,107,97
1826,556,504
1827,122,102
1826,424,398
1822,368,337
1823,239,217
1814,239,217
1822,104,94
1827,449,421
1828,449,421
1829,490,444
1827,376,335
1815,390,353
1815,390,353
1819,273,250
1821,390,353
1821,530,473
1821,239,217
1821,390,353
1822,390,353
1822,239,217
1822,152,138
1822,185,168
1823,218,200
1822,352,322
1823,111,101
1822,195,170
1822,390,353
1822,300,261
1822,35,29
1823,244,221
1819,183,160
1814,390,353
1814,530,473
1814,390,353
1814,390,353
1814,183,160
1814,390,353
1814,390,353
1814,390,353
1814,390,353
1814,390,353
1814,390,353
1814,390,353
1814,390,353
1816,390,353
1815,239,217
1815,390,353
1816,183,160
1816,390,353
1816,390,353
1818,390,353
1820,273,250
1819,183,160
1821,273,250
1819,390,353
1820,183,160
1821,390,353
1819,273,250
1822,390,353
1820,661,590
1820,670,490
1820,390,353
1818,239,217
1820,390,353
1820,321,294
1820,385,349
1820,124,117
1820,287,260
1818,390,353
1819,390,353
1820,232,202
1818,183,160
1818,390,353
1816,530,473
1818,310,279
1818,273,250
1819,300,230
1818,273,250
1817,390,353
1817,239,217
1817,390,353
1818,390,353
1817,239,217
1818,390,353
1818,390,353
1817,390,353
1818,530,473
1818,390,353
1817,475,436
1817,390,353
1817,183,160
1818,183,160
1818,390,353
1818,390,353
1817,239,217
1813,390,353
1813,390,353
1814,390,353
1814,239,217
1814,390,353
1814,390,353
1814,390,353
1814,390,353
1814,475,436
1813,390,353
1814,390,353
1814,183,160
1813,240,218
1814,183,160
1814,227,206
1814,390,353
1814,390,353
1814,390,353
1813,390,353
1814,390,353
1813,239,217
1817,475,436
1813,390,353
1809,521,512
1799,433,431
1811,390,353
1812,390,353
1811,390,353
1812,390,353
1813,390,353
1812,183,160
1813,390,353
1812,239,217
1811,390,353
1811,239,217
1766,297,277
1777,353,324
1811,530,473
1805,390,353
1812,390,353
1815,390,353
1816,273,250
1815,390,353
1815,239,217
1813,183,160
1814,239,217
1812,390,353
1813,183,160
1812,530,473
1811,390,353
1810,530,473
1812,390,353
1813,390,353
1813,390,353
1787,421,386
1809,183,160
1817,390,353
1816,390,353
1797,402,371
1816,390,353
1812,390,353
1790,201,184
1816,239,217
1810,239,217
1809,390,353
1816,390,353
1813,390,353
1814,390,353
1817,239,217
1813,390,353
1811,390,353
1813,390,353
1810,390,353
1815,390,353
1815,183,160
1813,239,217
1783,53,50
1783,246,227
1783,75,71
1783,41,39
1782,307,281
1816,390,353
1729,212,194
1728,212,194
1728,331,283
1728,119,100
1727,260,230
1726,129,129
1725,212,194
1787,359,328
1792,197,188
1787,393,352
1790,80,73
1784,300,100
1797,246,228
1797,229,212
1789,60,55
1790,61,56
1795,126,126
1789,135,124
1782,267,167
1816,390,353
1795,112,104
1797,235,218
1788,63,58
1788,79,72
1788,264,236
1788,503,465
1816,390,353
1795,239,200
1789,182,168
1790,287,265
1791,149,138
1792,315,311
1786,302,278
1786,136,125
1776,211,200
1788,406,384
1788,415,393
1788,331,305
1789,617,565
1789,535,490
1790,441,425
1790,484,484
1791,52,48
1789,600,556
1791,590,557
1792,320,285
1840,572,517
1836,490,444
1836,490,444
1837,490,444
1840,257,242
1837,118,105
1829,241,238
1794,400,358
1845,257,242
1836,257,242
1828,424,403
1812,162,153
1814,131,124
1814,162,153
1814,390,353
1814,390,353
1812,390,353
1815,530,473
1817,390,353
1813,390,353
1813,390,353
1813,530,473
1813,475,436
1797,353,324
1797,363,336
1814,530,473
1823,390,353
1844,,
1841,,
1846,190,179
1811,390,353
1811,141,128
1811,390,353
1811,390,353
1811,390,353
1817,239,217
1817,390,353
1809,390,353
1817,390,353
1823,530,473
1770,212,194
1770,175,157
1785,2,2
1775,4,4
1775,1,1
1825,390,353
1822,492,412
1818,273,250
1815,390,353
1808,390,353
1806,529,472
1811,307,265
1811,307,265
1801,273,250
1802,475,436
1810,321,298
1810,222,221
1810,433,392
1810,512,500
1845,490,444
1847,118,105
1846,572,517
1840,118,105
1839,490,444
1838,490,444
1698,260,230
1698,388,357
1613,359,287
1821,183,160
1821,13,11
1818,183,160
1828,449,421
1641,116,98
1698,260,230
1700,244,209
1816,239,217
1802,475,436
1700,244,209
1791,109,124
1816,465,421
1789,25,2
1820,239,217
1822,156,141
1801,390,353
1793,164,163
1794,202,199
1792,130,119
1792,347,312
1791,258,230
1756,316,284
1734,260,230
1723,367,313
1722,388,357
1722,388,357
1697,179,158
1697,118,105
1697,260,230
1694,260,230
1694,406,356
1694,260,230
1694,118,105
1694,118,105
1694,179,158
1691,260,230
1686,118,105
1681,292,260
1680,260,230
1692,406,356
1737,393,356
1697,179,158
1755,518,466
1715,388,357
1724,406,356
1753,329,308
1727,367,313
1720,367,313
1726,,
1692,406,356
1755,297,277
1755,182,161
1720,386,267
1738,350,322
1693,260,230
1726,301,272
1820,390,353
1817,183,160
1817,207,180
1818,390,353
1817,390,353
1722,96,86
1752,290,267
1792,160,158
1793,205,194
1794,142,141
1723,292,260
1738,469,407
1685,406,356
1692,406,356
1733,465,403
1754,698,628
1741,465,403
1823,183,160
1724,292,260
1755,573,515
1753,211,188
1741,212,194
1737,266,231
1736,498,446
1733,196,179
1720,367,313
1720,367,313
1790,363,336
1790,271,257
1790,353,324
1790,203,185
1789,124,115
1721,112,108
1715,116,112
1715,60,51
1701,118,105
1701,617,528
1701,244,209
1701,244,209
1701,118,105
1701,118,105
1794,242,235
1794,134,120
1781,331,306
1780,353,324
1688,244,209
1689,260,230
1690,406,356
1690,406,356
1806,204,195
1806,478,423
1808,233,231
1806,366,345
1807,618,560
1806,337,288
1807,616,409
1807,464,402
1807,44,40
1807,90,70
1809,95,63
1810,572,545
1810,151,126
1810,209,202
1810,226,210
1770,297,277
1783,450,412
1724,33,29
1778,370,339
1779,412,382
1818,530,473
1828,561,526
1699,182,163
1732,300,
1806,215,214
1808,239,217
1809,530,473
1754,329,308
1797,310,262
1799,210,195
1691,260,230
1690,260,230
1701,118,105
1699,148,125
1699,118,105
1700,234,207
1698,260,230
1699,244,209
1700,244,209
1698,244,209
1699,118,105
1699,357,319
1700,244,209
1700,118,105
1702,118,105
1706,118,105
1706,260,230
1701,244,209
1701,129,129
1707,260,230
1720,465,403
1720,244,209
1722,244,209
1723,244,209
1726,406,356
1726,212,194
1726,465,403
1728,492,412
1729,260,230
1729,118,105
1731,18,16
1730,118,105
1731,118,105
1732,118,105
1733,268,229
1738,386,351
1738,406,356
1740,406,356
1740,465,403
1747,406,356
1747,406,356
1748,406,356
1748,301,272
1748,260,230
1749,406,356
1750,406,356
1750,406,356
1750,406,356
1750,406,356
1750,406,356
1750,406,356
1753,329,308
1751,329,308
1751,329,308
1752,352,288
1753,329,308
1753,329,308
1753,329,308
1753,367,313
1753,329,308
1753,352,288
1757,253,224
1756,184,166
1757,253,224
1756,316,284
1759,253,224
1763,434,406
1763,448,375
1764,215,190
1764,343,307
1765,289,270
1765,297,277
1765,202,179
1766,44,40
1767,279,247
1767,308,275
1769,287,268
1770,299,280
1770,252,236
1770,111,107
1771,350,327
1767,297,277
1766,297,277
1766,253,224
1766,230,215
1766,297,277
1610,244,209
1698,385,343
1698,609,476
1698,435,340
1699,534,417
1766,253,224
1767,253,224
1768,253,224
1767,253,224
1767,297,277
1768,297,277
1768,253,224
1768,297,277
1769,297,277
1769,297,277
1839,32,29
1840,250,60
1840,,
1840,48,43
1840,,
1840,,
1840,,
1840,,
1841,,
1841,,
1841,,
1841,,
1841,,
1841,,
1841,,
1841,,
1841,,
1841,400,400
1840,490,444
1842,505,488
1842,150,147
1841,617,542
1841,90,84
1841,95,84
1840,,
1841,381,352
1841,,
1843,539,536
1841,,
1841,,
1841,341,320
1841,,
1840,,
1840,,
1840,,
1841,550,503
1841,905,750
1841,522,473
1841,,
1841,307,277
1841,550,440
1840,307,277
1841,,
1841,441,356
1841,392,366
1841,305,296
1840,620,477
1839,716,695
1840,69,64
1840,,
1841,321,316
1841,,
1841,445,332
1841,341,280
1841,350,255
1840,,
1839,,
1839,,
1842,,
1842,,
1842,,
1842,,
1842,,
1842,,
1842,,
1842,,
1842,,
1842,127,124
1842,278,260
1842,,
1842,,
1842,531,461
1842,413,357
1842,279,274
1843,,
1843,390,349
1842,,
1843,145,138
1842,,
1843,,
1843,,
1843,,
1843,,
1843,,
1843,447,270
1843,,
1842,315,269
1843,,
1842,,
1842,,
1842,,
1842,,
1842,,
1843,,
1843,,
1843,,
1843,,
1843,,
1841,,
1841,,
1841,535,440
1841,1,1
1840,,
1840,,
1840,,
1841,,
1844,533,480
1830,431,355
1831,650,598
1834,490,444
1836,617,542
1836,490,444
1829,485,400
1837,200,50
1840,,
1835,554,507
1840,18,18
1840,56,56
1840,,
1840,,
1841,,
1840,,
1839,,
1841,,
1841,,
1839,,
1839,,
1839,,
1839,,
1840,,
1840,,
1841,,
1841,,
1841,,
1840,245,220
1826,466,459
1826,687,676
1826,417,416
1826,374,369
1826,417,416
1826,416,400
1826,431,431
1826,457,442
1826,500,495
1826,349,339
1826,563,552
1826,456,444
1826,315,314
1826,129,117
1826,562,546
1826,523,480
1826,200,196
1826,458,410
1826,530,526
1826,807,787
1826,339,300
1826,483,398
1826,431,363
1826,555,465
1826,475,425
1826,373,373
1826,495,494
1826,576,575
1826,547,512
1826,397,391
1826,552,545
1826,458,437
1826,621,581
1826,428,298
1826,639,538
1826,356,331
1826,333,330
1826,564,562
1826,513,510
1826,476,454
1826,450,425
1826,245,242
1826,319,311
1826,395,394
1826,369,367
1826,406,405
1826,500,420
1826,522,485
1826,347,343
1826,299,297
1826,397,360
1826,402,359
1826,224,220
1826,337,334
1826,550,504
1826,416,405
1826,591,583
1826,529,496
1826,487,475
1826,232,209
1826,515,515
1826,556,543
1826,520,520
1826,248,246
1826,212,164
1826,665,627
1826,340,335
1828,270,265
1828,367,343
1828,591,495
1828,420,402
1828,487,455
1828,136,132
1828,237,234
1828,397,359
1828,463,459
1828,292,289
1828,325,322
1828,260,250
1828,558,530
1828,284,274
1828,411,394
1828,350,308
1828,220,217
1828,441,432
1828,300,293
1828,561,526
1844,673,610
1844,700,580
1844,208,190
1844,131,120
1844,662,600
1844,101,90
1844,356,320
1844,371,332
1844,67,60
1844,329,301
1844,391,350
1844,425,380
1844,530,480
1844,442,400
1844,389,350
1844,685,620
1844,607,550
1844,442,400
1844,447,400
1844,600,420
1844,224,205
1844,800,750
1844,378,340
1844,538,480
1844,175,157
1844,543,450
1844,373,353
1844,537,480
1844,555,495
1844,629,570
1845,,
1844,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,438,417
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,70,69
1845,421,420
1845,,
1845,312,309
1845,,
1845,,
1843,298,283
1843,,
1843,,
1843,,
1844,,
1845,308,277
1845,308,277
1845,490,444
1845,490,444
1845,308,277
1844,256,230
1844,133,120
1844,267,240
1844,422,380
1844,622,560
1844,,
1845,,
1845,705,557
1845,680,625
1845,,
1845,,
1845,,
1845,,
1845,590,562
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1845,,
1846,,
1846,,
1846,,
1845,,
1845,,
1845,,
1845,499,449
1845,331,300
1845,535,440
1845,535,440
1845,110,100
1845,267,240
1845,561,500
1845,448,400
1845,475,430
1845,247,222
1845,419,380
1845,425,380
1845,717,650
1845,219,200
1845,464,420
1845,717,650
1845,740,670
1845,403,363
1845,306,280
1845,559,500
1845,257,230
1845,175,160
1845,422,382
1845,464,420
1845,211,193
1845,632,573
1845,552,500
1845,429,383
1845,662,600
1845,442,400
1845,443,395
1845,220,201
1845,186,170
1845,333,300
1845,263,240
1845,458,410
1845,219,200
1845,199,182
1845,602,545
1845,313,280
1845,219,200
1845,497,450
1845,,
1845,,
1845,311,279
1845,,
1846,572,540
1845,,
1845,,
1845,,
1845,,
1846,549,527
1845,,
1845,,
1845,,
1845,,
1846,,
1845,,
1845,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1845,,
1846,545,504
1846,,
1846,,
1846,,
1846,,
1846,673,558
1846,719,651
1845,530,480
1846,903,818
1846,178,160
1846,1400,1350
1846,384,346
1846,539,510
1846,104,94
1846,567,514
1846,574,520
1846,267,240
1845,181,163
1846,203,183
1846,200,130
1847,,
1846,,
1846,,
1846,556,545
1847,,
1847,,
1847,517,492
1847,,
1847,,
1847,305,279
1847,,
1847,214,208
1847,,
1847,,
1847,,
1847,608,483
1847,57,51
1847,,
1847,460,447
1847,225,220
1847,189,186
1847,22,20
1847,,
1847,264,249
1847,,
1847,378,313
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,546,539
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1846,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,,
1847,237,219
1847,,
1848,972,800
1848,365,300
1848,155,150
1847,747,720
1847,852,725
1847,1,1
1847,,
1848,,
1847,,
1848,,
1848,403,382
1848,270,219
1848,,
1848,501,488
1848,522,517
1848,,
1848,,
1848,538,508
1847,,
1847,,
1847,,
1847,,
1848,,
1847,,
1848,,
1847,,
1847,,
1848,,
1848,,
1848,,
1848,,
1848,,
1849,550,350
1848,,
1848,,
1848,,
1848,,
1847,,
1848,,
1848,,
1848,,
1848,,
1848,354,299
1848,,
1848,,
1848,,
1848,,
1848,495,476
1848,275,194
1848,,
1848,,
1848,250,188
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,379,354
1848,527,462
1848,,
1848,,
1848,,
1848,,
1848,29,26
1848,,
1848,427,372
1848,,
1848,,
1848,,
1848,12,7
1848,,
1848,,
1848,,
1848,,
1848,,
1848,,
1848,303,299
1848,337,303
1848,546,491
1848,,
1848,,
1848,,
1848,,
1848,288,287
1848,,
1848,,
1848,703,666
1848,388,361
1848,717,650
1848,444,400
1848,683,600
1848,571,517
1848,476,400
1848,535,440
1848,497,450
1848,1247,990
1848,307,277
1848,303,271
1848,726,650
1848,243,230
1848,380,340
1848,719,651
1848,467,420
1848,361,302
1848,50,35
1848,478,430
1848,190,180
1848,511,456
1848,240,217
1848,313,280
1848,480,420
1848,556,500
1848,386,350
1848,667,604
1848,481,430
1848,230,207
1848,118,106
1848,490,444
1848,311,280
1848,628,569
1848,411,369
1848,530,480
1848,352,317
1848,375,350
1848,,
1848,,
1848,,
1849,,
1849,322,294
1849,,
1848,,
1849,,
1849,622,589
1849,,
1849,,
1848,,
1848,,
1848,,
1849,,
1849,785,724
1849,405,390
1849,559,538
1849,,
1849,,
1849,,
1849,180,166
1849,,
1849,,
1849,334,281
1849,,
1849,,
1849,597,558
1849,,
1849,,
1849,,
1849,,
1849,,
1849,,
1849,,
1849,,
1849,,
