Year of arrival at port of disembarkation,Total embarked,Total disembarked,Total died
1729,180,144,36
1729,126,126,0
1729,412,330,82
1729,336,290,46
1729,225,180,45
1729,146,120,26
1729,160,130,30
1729,343,186,157
1729,195,162,33
1729,472,445,27
1729,434,173,261
1729,226,209,17
1729,261,222,39
1729,453,401,52
1729,497,442,55
1729,271,217,54
1729,148,131,17
1729,107,91,16
1729,31,25,6
1729,307,301,6
1729,709,678,31
1729,224,219,5
1729,61,50,11
1729,271,217,54
1729,121,108,13
1729,425,360,65
1729,252,230,22
1729,602,500,102
1729,396,329,67
1729,337,280,57
1729,454,377,77
1729,195,156,39
1729,143,127,16
1729,271,217,54
1729,271,217,54
1729,273,236,37
1729,273,236,37
1729,169,150,19
1729,276,209,67
1729,271,217,54
1729,271,217,54
1729,250,200,50
1729,271,217,54
1729,400,341,59
1729,172,165,7
1729,169,150,19
1729,169,150,19
1729,149,126,23
1729,169,150,19
1729,169,150,19
1729,148,131,17
1729,169,150,19
1729,336,255,81
1729,163,134,29
1729,271,217,54
1729,108,90,18
1729,271,217,54
1729,179,143,36
1729,251,215,36
1729,941,816,125
1729,579,502,77
1729,499,446,53
1729,800,684,116
1729,12,10,2
1729,271,217,54
1729,118,105,13
1729,278,238,40
1729,492,421,71
1729,636,551,85
1730,121,108,13
1730,118,105,13
1730,118,105,13
1730,212,194,18
1730,146,120,26
1730,271,217,54
1730,271,217,54
1730,271,217,54
1730,212,194,18
1730,271,217,54
1730,147,124,23
1730,110,89,21
1730,271,217,54
1730,363,294,69
1730,271,217,54
1730,349,316,33
1730,429,390,39
1730,361,300,61
1730,455,345,110
1730,280,227,53
1730,92,80,12
1730,273,236,37
1730,273,236,37
1730,118,100,18
1730,271,217,54
1730,386,351,35
1730,176,166,10
1730,135,124,11
1730,129,103,26
1730,544,436,108
1730,240,197,43
1730,271,217,54
1730,462,370,92
1730,224,204,20
1730,179,158,21
1730,513,415,98
1730,162,133,29
1730,418,380,38
1730,350,306,44
1730,220,190,30
1730,169,150,19
1730,316,256,60
1730,275,233,42
1730,422,357,65
1730,241,197,44
1730,447,395,52
1730,320,283,37
1730,271,217,54
1730,388,357,31
1730,388,357,31
1730,388,357,31
1730,195,172,23
1730,169,150,19
1730,280,279,1
1730,345,335,10
1730,280,241,39
1730,554,444,110
1730,388,357,31
1730,25,23,2
1730,337,298,39
1730,207,183,24
1730,202,178,24
1730,84,67,17
1730,437,332,105
1730,203,180,23
1730,522,475,47
1730,196,175,21
1730,280,227,53
1730,317,280,37
1730,368,335,33
1730,308,290,18
1730,470,450,20
1730,465,403,62
1730,465,403,62
1730,102,92,10
1730,459,398,61
1730,291,233,58
1730,303,230,73
1730,363,321,42
1730,209,185,24
1730,341,276,65
1730,276,209,67
1730,293,259,34
1730,388,357,31
1730,388,357,31
1730,388,357,31
1730,388,357,31
1730,113,104,9
1730,174,150,24
1730,145,123,22
1730,201,170,31
1730,236,200,36
1730,363,307,56
1730,224,190,34
1730,145,123,22
1730,317,274,43
1730,345,292,53
1730,271,217,54
1730,461,350,111
1730,464,376,88
1730,311,266,45
1730,228,193,35
1730,255,233,22
1730,431,386,45
1730,314,272,42
1730,547,492,55
1730,440,394,46
1730,465,403,62
1730,331,283,48
1730,271,217,54
1730,271,217,54
1730,148,131,17
1730,350,303,47
1730,433,343,90
1730,224,196,28
1730,406,356,50
1730,367,313,54
1730,166,142,24
1730,664,544,120
1730,550,531,19
1730,409,371,38
1730,200,183,17
1730,148,131,17
1730,361,327,34
1730,245,212,33
1730,386,351,35
1730,331,283,48
1730,271,217,54
1730,596,477,119
1730,271,217,54
1730,271,217,54
1730,271,217,54
1730,95,82,13
1730,480,384,96
1730,355,300,55
1730,360,307,53
1730,348,310,38
1730,271,217,54
1730,217,184,33
1730,276,209,67
1730,372,317,55
1730,480,413,67
1730,287,272,15
1730,62,62,0
1730,428,413,15
1730,530,440,90
1730,162,130,32
1730,238,206,32
1730,408,350,58
1730,268,230,38
1730,524,450,74
1730,647,647,0
1730,277,245,32
1730,319,290,29
1730,447,395,52
1730,367,313,54
1730,357,347,10
1730,271,217,54
1730,271,217,54
1730,156,125,31
1730,130,104,26
1730,450,403,47
1730,331,283,48
1730,382,323,59
1730,118,105,13
1730,465,403,62
1730,331,283,48
1730,212,194,18
1730,331,283,48
1730,338,286,52
1730,207,175,32
1730,600,520,80
1730,504,431,73
1730,178,163,15
